                  Time[d],	              TimeStep[d],	                 Qo[m3/d],	                 Qw[m3/d],	                 Qg[m3/d],	                Qwi[m3/d],	             PwfProd[bar],	              PwfInj[bar],	             PwhProd[bar],	              PwhInj[bar],	            QgFlare[m3/d],	             QgFuel[m3/d],	              QgExp[m3/d],	                 Pump[MW],	                  ESP[MW],	             ExpCompr[MW],	           TotalPower[MW],	    GasEmission[tonCO2/d],	 DieselEmission[tonCO2/d],	  TotalEmission[tonCO2/d],	      CumEmission[tonCO2],	   RelEmission[kgCO2/boe]
                    47.53,	                     1.42,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1139.36,	                    20.00,	                   864.06,	                    41.10,	                  2014.09,	                     0.00,	                     1.33,	                     0.29,	                     0.00,	                     1.62,	                     3.79,	                     9.58,	                    13.38,	                   791.75,	                    12.99
                    49.24,	                     1.71,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1132.50,	                    20.00,	                   857.20,	                    41.10,	                  2014.09,	                     0.00,	                     1.32,	                     0.29,	                     0.00,	                     1.61,	                     3.79,	                     9.52,	                    13.31,	                   814.50,	                    12.93
                    51.29,	                     2.05,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1130.27,	                    20.00,	                   854.97,	                    41.10,	                  2014.09,	                     0.00,	                     1.32,	                     0.29,	                     0.00,	                     1.61,	                     3.79,	                     9.50,	                    13.29,	                   841.76,	                    12.91
                    52.52,	                     1.23,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1124.13,	                    20.00,	                   848.83,	                    41.10,	                  2014.09,	                     0.00,	                     1.31,	                     0.29,	                     0.00,	                     1.60,	                     3.79,	                     9.44,	                    13.24,	                   858.05,	                    12.86
                    54.00,	                     1.48,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1122.71,	                    20.00,	                   847.40,	                    41.10,	                  2014.09,	                     0.00,	                     1.31,	                     0.29,	                     0.00,	                     1.60,	                     3.79,	                     9.43,	                    13.23,	                   877.58,	                    12.84
                    55.77,	                     1.77,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1116.56,	                    20.00,	                   841.25,	                    41.10,	                  2014.09,	                     0.00,	                     1.30,	                     0.29,	                     0.00,	                     1.59,	                     3.79,	                     9.38,	                    13.17,	                   900.91,	                    12.79
                    57.89,	                     2.13,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1114.74,	                    20.00,	                   839.44,	                    41.10,	                  2014.09,	                     0.00,	                     1.29,	                     0.29,	                     0.00,	                     1.59,	                     3.79,	                     9.36,	                    13.15,	                   928.87,	                    12.77
                    59.17,	                     1.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1109.16,	                    20.00,	                   833.86,	                    41.10,	                  2014.09,	                     0.00,	                     1.29,	                     0.29,	                     0.00,	                     1.58,	                     3.79,	                     9.31,	                    13.10,	                   945.58,	                    12.72
                    60.70,	                     1.53,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1107.99,	                    20.00,	                   832.69,	                    41.10,	                  2014.09,	                     0.00,	                     1.28,	                     0.29,	                     0.00,	                     1.58,	                     3.79,	                     9.30,	                    13.09,	                   965.62,	                    12.71
                    62.54,	                     1.84,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1102.42,	                    20.00,	                   827.12,	                    41.10,	                  2014.09,	                     0.00,	                     1.27,	                     0.29,	                     0.00,	                     1.57,	                     3.79,	                     9.25,	                    13.04,	                   989.58,	                    12.66
                    64.74,	                     2.20,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1100.91,	                    20.00,	                   825.61,	                    41.10,	                  2014.09,	                     0.00,	                     1.27,	                     0.29,	                     0.00,	                     1.56,	                     3.79,	                     9.23,	                    13.03,	                  1018.29,	                    12.65
                    66.06,	                     1.32,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1095.80,	                    20.00,	                   820.50,	                    41.10,	                  2014.09,	                     0.00,	                     1.26,	                     0.29,	                     0.00,	                     1.56,	                     3.79,	                     9.19,	                    12.98,	                  1035.46,	                    12.61
                    67.65,	                     1.59,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1094.82,	                    20.00,	                   819.51,	                    41.10,	                  2014.09,	                     0.00,	                     1.26,	                     0.29,	                     0.00,	                     1.55,	                     3.79,	                     9.18,	                    12.97,	                  1056.04,	                    12.60
                    69.55,	                     1.90,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1089.71,	                    20.00,	                   814.41,	                    41.10,	                  2014.09,	                     0.00,	                     1.26,	                     0.29,	                     0.00,	                     1.55,	                     3.79,	                     9.13,	                    12.92,	                  1080.65,	                    12.55
                    71.84,	                     2.29,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1088.44,	                    20.00,	                   813.13,	                    41.10,	                  2014.09,	                     0.00,	                     1.25,	                     0.29,	                     0.00,	                     1.55,	                     3.79,	                     9.12,	                    12.91,	                  1110.16,	                    12.54
                    73.21,	                     1.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1083.68,	                    20.00,	                   808.38,	                    41.10,	                  2014.09,	                     0.00,	                     1.25,	                     0.29,	                     0.00,	                     1.54,	                     3.79,	                     9.08,	                    12.87,	                  1127.81,	                    12.50
                    74.86,	                     1.65,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1082.85,	                    20.00,	                   807.55,	                    41.10,	                  2014.09,	                     0.00,	                     1.24,	                     0.29,	                     0.00,	                     1.54,	                     3.79,	                     9.07,	                    12.86,	                  1148.97,	                    12.49
                    76.83,	                     1.97,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1078.10,	                    20.00,	                   802.80,	                    41.10,	                  2014.09,	                     0.00,	                     1.24,	                     0.29,	                     0.00,	                     1.53,	                     3.79,	                     9.02,	                    12.82,	                  1174.28,	                    12.45
                    79.20,	                     2.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1077.01,	                    20.00,	                   801.71,	                    41.10,	                  2014.09,	                     0.00,	                     1.24,	                     0.29,	                     0.00,	                     1.53,	                     3.79,	                     9.01,	                    12.81,	                  1204.63,	                    12.44
                    80.62,	                     1.42,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1072.55,	                    20.00,	                   797.25,	                    41.10,	                  2014.09,	                     0.00,	                     1.23,	                     0.29,	                     0.00,	                     1.52,	                     3.79,	                     8.97,	                    12.77,	                  1222.79,	                    12.40
                    82.33,	                     1.71,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1071.83,	                    20.00,	                   796.53,	                    41.10,	                  2014.09,	                     0.00,	                     1.23,	                     0.29,	                     0.00,	                     1.52,	                     3.79,	                     8.97,	                    12.76,	                  1244.56,	                    12.39
                    84.38,	                     2.05,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1067.37,	                    20.00,	                   792.07,	                    41.10,	                  2014.09,	                     0.00,	                     1.22,	                     0.29,	                     0.00,	                     1.51,	                     3.79,	                     8.93,	                    12.72,	                  1270.60,	                    12.35
                    86.83,	                     2.46,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1066.42,	                    20.00,	                   791.12,	                    41.10,	                  2014.09,	                     0.00,	                     1.22,	                     0.29,	                     0.00,	                     1.51,	                     3.79,	                     8.92,	                    12.71,	                  1301.83,	                    12.35
                    88.31,	                     1.47,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1062.20,	                    20.00,	                   786.90,	                    41.10,	                  2014.09,	                     0.00,	                     1.21,	                     0.29,	                     0.00,	                     1.50,	                     3.79,	                     8.88,	                    12.67,	                  1320.51,	                    12.31
                    90.08,	                     1.77,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1061.57,	                    20.00,	                   786.27,	                    41.10,	                  2014.09,	                     0.00,	                     1.21,	                     0.29,	                     0.00,	                     1.50,	                     3.79,	                     8.87,	                    12.67,	                  1342.91,	                    12.30
                    92.20,	                     2.12,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1057.36,	                    20.00,	                   782.06,	                    41.10,	                  2014.09,	                     0.00,	                     1.21,	                     0.29,	                     0.00,	                     1.50,	                     3.79,	                     8.84,	                    12.63,	                  1369.72,	                    12.27
                    94.74,	                     2.55,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1056.53,	                    20.00,	                   781.22,	                    41.10,	                  2014.09,	                     0.00,	                     1.20,	                     0.29,	                     0.00,	                     1.50,	                     3.79,	                     8.83,	                    12.62,	                  1401.86,	                    12.26
                    97.80,	                     3.06,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1050.78,	                    20.00,	                   775.48,	                    41.10,	                  2014.09,	                     0.00,	                     1.20,	                     0.29,	                     0.00,	                     1.49,	                     3.79,	                     8.78,	                    12.57,	                  1440.28,	                    12.21
                   101.47,	                     3.67,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1049.71,	                    20.00,	                   774.41,	                    41.10,	                  2014.09,	                     0.00,	                     1.19,	                     0.29,	                     0.00,	                     1.49,	                     3.79,	                     8.77,	                    12.56,	                  1486.35,	                    12.20
                   103.67,	                     2.20,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1044.28,	                    20.00,	                   768.98,	                    41.10,	                  2014.09,	                     0.00,	                     1.19,	                     0.29,	                     0.00,	                     1.48,	                     3.79,	                     8.72,	                    12.51,	                  1513.88,	                    12.15
                   106.31,	                     2.64,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1043.58,	                    20.00,	                   768.28,	                    41.10,	                  2014.09,	                     0.00,	                     1.18,	                     0.29,	                     0.00,	                     1.48,	                     3.79,	                     8.71,	                    12.50,	                  1546.89,	                    12.14
                   109.48,	                     3.17,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1038.26,	                    20.00,	                   762.96,	                    41.10,	                  2014.09,	                     0.00,	                     1.18,	                     0.29,	                     0.00,	                     1.47,	                     3.79,	                     8.66,	                    12.45,	                  1586.36,	                    12.10
                   113.28,	                     3.80,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1037.36,	                    20.00,	                   762.06,	                    41.10,	                  2014.09,	                     0.00,	                     1.17,	                     0.29,	                     0.00,	                     1.47,	                     3.79,	                     8.65,	                    12.45,	                  1633.69,	                    12.09
                   115.56,	                     2.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1032.24,	                    20.00,	                   756.94,	                    41.10,	                  2014.09,	                     0.00,	                     1.17,	                     0.29,	                     0.00,	                     1.46,	                     3.79,	                     8.61,	                    12.40,	                  1661.99,	                    12.04
                   118.30,	                     2.74,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1031.66,	                    20.00,	                   756.35,	                    41.10,	                  2014.09,	                     0.00,	                     1.17,	                     0.29,	                     0.00,	                     1.46,	                     3.79,	                     8.60,	                    12.39,	                  1695.92,	                    12.04
                   121.59,	                     3.29,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1026.62,	                    20.00,	                   751.31,	                    41.10,	                  2014.09,	                     0.00,	                     1.16,	                     0.29,	                     0.00,	                     1.45,	                     3.79,	                     8.55,	                    12.35,	                  1736.49,	                    11.99
                   125.53,	                     3.94,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1025.85,	                    20.00,	                   750.54,	                    41.10,	                  2014.09,	                     0.00,	                     1.16,	                     0.29,	                     0.00,	                     1.45,	                     3.79,	                     8.55,	                    12.34,	                  1785.15,	                    11.99
                   127.90,	                     2.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1020.94,	                    20.00,	                   745.64,	                    41.10,	                  2014.09,	                     0.00,	                     1.15,	                     0.29,	                     0.00,	                     1.44,	                     3.79,	                     8.50,	                    12.30,	                  1814.24,	                    11.94
                   130.73,	                     2.84,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1020.43,	                    20.00,	                   745.13,	                    41.10,	                  2014.09,	                     0.00,	                     1.15,	                     0.29,	                     0.00,	                     1.44,	                     3.79,	                     8.50,	                    12.29,	                  1849.13,	                    11.94
                   134.14,	                     3.41,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1015.59,	                    20.00,	                   740.28,	                    41.10,	                  2014.09,	                     0.00,	                     1.14,	                     0.29,	                     0.00,	                     1.43,	                     3.79,	                     8.45,	                    12.25,	                  1890.86,	                    11.90
                   138.23,	                     4.09,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1014.92,	                    20.00,	                   739.62,	                    41.10,	                  2014.09,	                     0.00,	                     1.14,	                     0.29,	                     0.00,	                     1.43,	                     3.79,	                     8.45,	                    12.24,	                  1940.90,	                    11.89
                   140.68,	                     2.45,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1010.15,	                    20.00,	                   734.85,	                    41.10,	                  2014.09,	                     0.00,	                     1.13,	                     0.29,	                     0.00,	                     1.42,	                     3.79,	                     8.40,	                    12.20,	                  1970.81,	                    11.85
                   143.62,	                     2.94,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1009.71,	                    20.00,	                   734.41,	                    41.10,	                  2014.09,	                     0.00,	                     1.13,	                     0.29,	                     0.00,	                     1.42,	                     3.79,	                     8.40,	                    12.19,	                  2006.70,	                    11.84
                   147.16,	                     3.53,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1004.99,	                    20.00,	                   729.69,	                    41.10,	                  2014.09,	                     0.00,	                     1.12,	                     0.29,	                     0.00,	                     1.42,	                     3.79,	                     8.36,	                    12.15,	                  2049.62,	                    11.80
                   151.39,	                     4.24,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1004.41,	                    20.00,	                   729.10,	                    41.10,	                  2014.09,	                     0.00,	                     1.12,	                     0.29,	                     0.00,	                     1.42,	                     3.79,	                     8.35,	                    12.15,	                  2101.10,	                    11.80
                   153.94,	                     2.54,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   999.70,	                    20.00,	                   724.40,	                    41.10,	                  2014.09,	                     0.00,	                     1.12,	                     0.29,	                     0.00,	                     1.41,	                     3.79,	                     8.31,	                    12.10,	                  2131.87,	                    11.75
                   156.99,	                     3.05,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   999.31,	                    20.00,	                   724.01,	                    41.10,	                  2014.09,	                     0.00,	                     1.12,	                     0.29,	                     0.00,	                     1.41,	                     3.79,	                     8.31,	                    12.10,	                  2168.79,	                    11.75
                   160.65,	                     3.66,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   994.62,	                    20.00,	                   719.32,	                    41.10,	                  2014.09,	                     0.00,	                     1.11,	                     0.29,	                     0.00,	                     1.40,	                     3.79,	                     8.26,	                    12.06,	                  2212.94,	                    11.71
                   165.04,	                     4.39,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   994.10,	                    20.00,	                   718.80,	                    41.10,	                  2014.09,	                     0.00,	                     1.11,	                     0.29,	                     0.00,	                     1.40,	                     3.79,	                     8.26,	                    12.05,	                  2265.90,	                    11.70
                   167.68,	                     2.64,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   989.36,	                    20.00,	                   714.06,	                    41.10,	                  2014.09,	                     0.00,	                     1.10,	                     0.29,	                     0.00,	                     1.39,	                     3.79,	                     8.21,	                    12.01,	                  2297.56,	                    11.66
                   170.84,	                     3.16,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   989.01,	                    20.00,	                   713.71,	                    41.10,	                  2014.09,	                     0.00,	                     1.10,	                     0.29,	                     0.00,	                     1.39,	                     3.79,	                     8.21,	                    12.01,	                  2335.54,	                    11.66
                   174.64,	                     3.80,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   984.26,	                    20.00,	                   708.96,	                    41.10,	                  2014.09,	                     0.00,	                     1.09,	                     0.29,	                     0.00,	                     1.38,	                     3.79,	                     8.17,	                    11.96,	                  2380.96,	                    11.62
                   179.20,	                     4.56,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   983.80,	                    20.00,	                   708.50,	                    41.10,	                  2014.09,	                     0.00,	                     1.09,	                     0.29,	                     0.00,	                     1.38,	                     3.79,	                     8.16,	                    11.96,	                  2435.44,	                    11.61
                   181.93,	                     2.73,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   978.94,	                    20.00,	                   703.64,	                    41.10,	                  2014.09,	                     0.00,	                     1.08,	                     0.29,	                     0.00,	                     1.38,	                     3.79,	                     8.12,	                    11.91,	                  2468.00,	                    11.57
                   185.21,	                     3.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   978.63,	                    20.00,	                   703.33,	                    41.10,	                  2014.09,	                     0.00,	                     1.08,	                     0.29,	                     0.00,	                     1.38,	                     3.79,	                     8.12,	                    11.91,	                  2507.07,	                    11.57
                   189.15,	                     3.94,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   973.76,	                    20.00,	                   698.45,	                    41.10,	                  2014.10,	                     0.00,	                     1.08,	                     0.29,	                     0.00,	                     1.37,	                     3.79,	                     8.07,	                    11.87,	                  2553.78,	                    11.52
                   193.87,	                     4.72,	                  1027.60,	                     0.00,	                  2055.19,	                  1000.00,	                   278.36,	                   973.34,	                    20.00,	                   698.04,	                    41.10,	                  2014.09,	                     0.00,	                     1.08,	                     0.29,	                     0.00,	                     1.37,	                     3.79,	                     8.07,	                    11.86,	                  2609.81,	                    11.52
                   196.70,	                     2.83,	                  1027.60,	                     0.00,	                  2055.21,	                  1000.00,	                   278.36,	                   968.29,	                    20.00,	                   692.99,	                    41.10,	                  2014.10,	                     0.00,	                     1.07,	                     0.29,	                     0.00,	                     1.36,	                     3.79,	                     8.02,	                    11.82,	                  2643.30,	                    11.48
                   200.11,	                     3.40,	                  1027.59,	                     0.00,	                  2055.18,	                  1000.00,	                   278.36,	                   968.01,	                    20.00,	                   692.71,	                    41.10,	                  2014.08,	                     0.00,	                     1.07,	                     0.29,	                     0.00,	                     1.36,	                     3.79,	                     8.02,	                    11.81,	                  2683.48,	                    11.47
                   204.19,	                     4.08,	                  1027.63,	                     0.00,	                  2055.25,	                  1000.00,	                   278.36,	                   962.91,	                    20.00,	                   687.61,	                    41.11,	                  2014.15,	                     0.00,	                     1.06,	                     0.29,	                     0.00,	                     1.35,	                     3.79,	                     7.97,	                    11.77,	                  2731.50,	                    11.43
                   209.08,	                     4.90,	                  1027.67,	                     0.00,	                  2055.35,	                  1000.00,	                   278.36,	                   959.42,	                    20.00,	                   684.12,	                    41.11,	                  2014.24,	                     0.00,	                     1.05,	                     0.29,	                     0.00,	                     1.35,	                     3.79,	                     7.94,	                    11.74,	                  2788.97,	                    11.40
                   214.96,	                     5.88,	                  1027.81,	                     0.01,	                  2055.62,	                  1000.00,	                   278.36,	                   955.22,	                    20.00,	                   679.92,	                    41.11,	                  2014.50,	                     0.00,	                     1.05,	                     0.29,	                     0.00,	                     1.34,	                     3.79,	                     7.90,	                    11.70,	                  2857.72,	                    11.36
                   222.01,	                     7.05,	                  1028.13,	                     0.06,	                  2056.26,	                  1000.00,	                   278.38,	                   950.14,	                    20.00,	                   674.84,	                    41.13,	                  2015.14,	                     0.00,	                     1.04,	                     0.29,	                     0.00,	                     1.33,	                     3.80,	                     7.86,	                    11.65,	                  2939.90,	                    11.31
                   226.24,	                     4.23,	                  1027.95,	                     0.14,	                  2055.91,	                  1000.00,	                   278.37,	                   946.87,	                    20.00,	                   671.57,	                    41.12,	                  2014.79,	                     0.00,	                     1.03,	                     0.29,	                     0.00,	                     1.33,	                     3.80,	                     7.83,	                    11.62,	                  2989.08,	                    11.28
                   231.32,	                     5.08,	                  1028.00,	                     0.42,	                  2056.00,	                  1000.00,	                   278.38,	                   942.94,	                    20.00,	                   667.63,	                    41.12,	                  2014.88,	                     0.00,	                     1.03,	                     0.29,	                     0.00,	                     1.32,	                     3.80,	                     7.79,	                    11.59,	                  3047.92,	                    11.25
                   237.41,	                     6.09,	                  1027.41,	                     1.31,	                  2054.83,	                  1000.00,	                   278.40,	                   937.90,	                    20.00,	                   662.60,	                    41.10,	                  2013.73,	                     0.00,	                     1.02,	                     0.29,	                     0.00,	                     1.31,	                     3.79,	                     7.75,	                    11.54,	                  3118.24,	                    11.21
                   241.07,	                     3.66,	                  1025.74,	                     2.33,	                  2051.48,	                  1000.00,	                   278.37,	                   934.37,	                    20.00,	                   659.07,	                    41.03,	                  2010.45,	                     0.00,	                     1.02,	                     0.29,	                     0.00,	                     1.31,	                     3.79,	                     7.71,	                    11.50,	                  3160.28,	                    11.19
                   245.46,	                     4.39,	                  1023.32,	                     4.41,	                  2046.63,	                  1000.00,	                   278.36,	                   929.97,	                    20.00,	                   654.67,	                    40.93,	                  2005.70,	                     0.00,	                     1.01,	                     0.29,	                     0.00,	                     1.30,	                     3.78,	                     7.67,	                    11.45,	                  3210.52,	                    11.17
                   248.09,	                     2.63,	                  1020.99,	                     6.22,	                  2041.97,	                  1000.00,	                   278.34,	                   927.03,	                    20.00,	                   651.73,	                    40.84,	                  2001.13,	                     0.00,	                     1.00,	                     0.29,	                     0.00,	                     1.30,	                     3.77,	                     7.65,	                    11.41,	                  3240.56,	                    11.16
                   251.25,	                     3.16,	                  1017.40,	                     9.15,	                  2034.79,	                  1000.00,	                   278.32,	                   923.26,	                    20.00,	                   647.95,	                    40.70,	                  1994.10,	                     0.00,	                     1.00,	                     0.29,	                     0.00,	                     1.29,	                     3.76,	                     7.61,	                    11.37,	                  3276.46,	                    11.15
                   255.04,	                     3.79,	                  1011.31,	                    13.92,	                  2022.62,	                  1000.00,	                   278.28,	                   918.19,	                    20.00,	                   642.89,	                    40.45,	                  1982.16,	                     0.00,	                     0.99,	                     0.29,	                     0.00,	                     1.28,	                     3.73,	                     7.56,	                    11.30,	                  3319.28,	                    11.15
                   257.31,	                     2.27,	                  1007.64,	                    17.60,	                  2015.28,	                  1000.00,	                   278.28,	                   915.15,	                    20.00,	                   639.85,	                    40.31,	                  1974.98,	                     0.00,	                     0.99,	                     0.29,	                     0.00,	                     1.28,	                     3.72,	                     7.53,	                    11.25,	                  3344.87,	                    11.15
                   260.04,	                     2.73,	                  1001.17,	                    22.79,	                  2002.34,	                  1000.00,	                   278.24,	                   910.88,	                    20.00,	                   635.58,	                    40.05,	                  1962.30,	                     0.00,	                     0.98,	                     0.29,	                     0.00,	                     1.27,	                     3.70,	                     7.49,	                    11.19,	                  3375.41,	                    11.15
                   261.68,	                     1.64,	                   998.12,	                    26.47,	                  1996.23,	                  1000.00,	                   278.26,	                   908.60,	                    20.00,	                   633.29,	                    39.92,	                  1956.31,	                     0.00,	                     0.98,	                     0.29,	                     0.00,	                     1.27,	                     3.69,	                     7.47,	                    11.16,	                  3393.68,	                    11.16
                   263.64,	                     1.96,	                   992.27,	                    31.27,	                  1984.54,	                  1000.00,	                   278.22,	                   905.18,	                    20.00,	                   629.88,	                    39.69,	                  1944.85,	                     0.00,	                     0.97,	                     0.29,	                     0.00,	                     1.26,	                     3.66,	                     7.44,	                    11.10,	                  3415.50,	                    11.17
                   266.00,	                     2.36,	                   984.46,	                    37.61,	                  1968.93,	                  1000.00,	                   278.17,	                   900.85,	                    20.00,	                   625.55,	                    39.38,	                  1929.55,	                     0.00,	                     0.96,	                     0.29,	                     0.00,	                     1.25,	                     3.63,	                     7.40,	                    11.03,	                  3441.51,	                    11.18
