                  Time[d],	              TimeStep[d],	                 Qo[m3/d],	                 Qw[m3/d],	                 Qg[m3/d],	                Qwi[m3/d],	             PwfProd[bar],	              PwfInj[bar],	             PwhProd[bar],	              PwhInj[bar],	            QgFlare[m3/d],	             QgFuel[m3/d],	              QgExp[m3/d],	                 Pump[MW],	                  ESP[MW],	             ExpCompr[MW],	           TotalPower[MW],	    GasEmission[tonCO2/d],	 DieselEmission[tonCO2/d],	  TotalEmission[tonCO2/d],	      CumEmission[tonCO2],	   RelEmission[kgCO2/boe]
                     2.43,	                     0.31,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1716.09,	                    20.00,	                  1440.79,	                    41.10,	                  2014.09,	                     0.00,	                     2.22,	                     0.29,	                     0.00,	                     2.51,	                     3.79,	                    14.85,	                    18.64,	                    48.80,	                    18.10
                     2.80,	                     0.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1681.69,	                    20.00,	                  1406.39,	                    41.10,	                  2014.09,	                     0.00,	                     2.17,	                     0.29,	                     0.00,	                     2.46,	                     3.79,	                    14.53,	                    18.33,	                    55.61,	                    17.80
                     3.03,	                     0.22,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1659.45,	                    20.00,	                  1384.15,	                    41.10,	                  2014.09,	                     0.00,	                     2.13,	                     0.29,	                     0.00,	                     2.43,	                     3.79,	                    14.33,	                    18.12,	                    59.65,	                    17.60
                     3.29,	                     0.27,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1638.81,	                    20.00,	                  1363.51,	                    41.10,	                  2014.09,	                     0.00,	                     2.10,	                     0.29,	                     0.00,	                     2.39,	                     3.79,	                    14.14,	                    17.94,	                    64.45,	                    17.42
                     3.62,	                     0.32,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1612.97,	                    20.00,	                  1337.66,	                    41.10,	                  2014.09,	                     0.00,	                     2.06,	                     0.29,	                     0.00,	                     2.35,	                     3.79,	                    13.91,	                    17.70,	                    70.13,	                    17.19
                     4.00,	                     0.39,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1588.44,	                    20.00,	                  1313.14,	                    41.10,	                  2014.09,	                     0.00,	                     2.02,	                     0.29,	                     0.00,	                     2.32,	                     3.79,	                    13.68,	                    17.48,	                    76.86,	                    16.97
                     4.46,	                     0.46,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1558.09,	                    20.00,	                  1282.79,	                    41.10,	                  2014.09,	                     0.00,	                     1.98,	                     0.29,	                     0.00,	                     2.27,	                     3.79,	                    13.40,	                    17.20,	                    84.81,	                    16.70
                     5.02,	                     0.55,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1530.63,	                    20.00,	                  1255.33,	                    41.10,	                  2014.09,	                     0.00,	                     1.94,	                     0.29,	                     0.00,	                     2.23,	                     3.79,	                    13.15,	                    16.95,	                    94.21,	                    16.46
                     5.35,	                     0.33,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1511.49,	                    20.00,	                  1236.19,	                    41.10,	                  2014.09,	                     0.00,	                     1.91,	                     0.29,	                     0.00,	                     2.20,	                     3.79,	                    12.98,	                    16.77,	                    99.79,	                    16.29
                     5.75,	                     0.40,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1495.47,	                    20.00,	                  1220.17,	                    41.10,	                  2014.09,	                     0.00,	                     1.88,	                     0.29,	                     0.00,	                     2.17,	                     3.79,	                    12.83,	                    16.63,	                   106.43,	                    16.15
                     6.23,	                     0.48,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1474.13,	                    20.00,	                  1198.83,	                    41.10,	                  2014.09,	                     0.00,	                     1.85,	                     0.29,	                     0.00,	                     2.14,	                     3.79,	                    12.64,	                    16.43,	                   114.31,	                    15.96
                     6.80,	                     0.58,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1455.54,	                    20.00,	                  1180.24,	                    41.10,	                  2014.09,	                     0.00,	                     1.82,	                     0.29,	                     0.00,	                     2.11,	                     3.79,	                    12.47,	                    16.26,	                   123.66,	                    15.79
                     7.15,	                     0.35,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1441.32,	                    20.00,	                  1166.02,	                    41.10,	                  2014.09,	                     0.00,	                     1.80,	                     0.29,	                     0.00,	                     2.09,	                     3.79,	                    12.34,	                    16.13,	                   129.23,	                    15.67
                     7.56,	                     0.41,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1430.17,	                    20.00,	                  1154.87,	                    41.10,	                  2014.09,	                     0.00,	                     1.78,	                     0.29,	                     0.00,	                     2.07,	                     3.79,	                    12.24,	                    16.03,	                   135.86,	                    15.57
                     8.06,	                     0.50,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1414.19,	                    20.00,	                  1138.89,	                    41.10,	                  2014.09,	                     0.00,	                     1.76,	                     0.29,	                     0.00,	                     2.05,	                     3.79,	                    12.09,	                    15.89,	                   143.76,	                    15.43
                     8.66,	                     0.60,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1400.89,	                    20.00,	                  1125.59,	                    41.10,	                  2014.09,	                     0.00,	                     1.74,	                     0.29,	                     0.00,	                     2.03,	                     3.79,	                    11.97,	                    15.76,	                   153.16,	                    15.31
                     9.01,	                     0.36,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1389.72,	                    20.00,	                  1114.41,	                    41.10,	                  2014.09,	                     0.00,	                     1.72,	                     0.29,	                     0.00,	                     2.01,	                     3.79,	                    11.87,	                    15.66,	                   158.76,	                    15.21
                     9.44,	                     0.43,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1381.57,	                    20.00,	                  1106.26,	                    41.10,	                  2014.09,	                     0.00,	                     1.71,	                     0.29,	                     0.00,	                     2.00,	                     3.79,	                    11.79,	                    15.59,	                   165.45,	                    15.14
                     9.96,	                     0.52,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1368.96,	                    20.00,	                  1093.66,	                    41.10,	                  2014.09,	                     0.00,	                     1.69,	                     0.29,	                     0.00,	                     1.98,	                     3.79,	                    11.68,	                    15.47,	                   173.42,	                    15.03
                    10.58,	                     0.62,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1359.03,	                    20.00,	                  1083.73,	                    41.10,	                  2014.09,	                     0.00,	                     1.67,	                     0.29,	                     0.00,	                     1.96,	                     3.79,	                    11.59,	                    15.38,	                   182.93,	                    14.94
                    10.95,	                     0.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1349.83,	                    20.00,	                  1074.53,	                    41.10,	                  2014.09,	                     0.00,	                     1.66,	                     0.29,	                     0.00,	                     1.95,	                     3.79,	                    11.50,	                    15.30,	                   188.60,	                    14.86
                    11.39,	                     0.45,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1343.64,	                    20.00,	                  1068.34,	                    41.10,	                  2014.09,	                     0.00,	                     1.65,	                     0.29,	                     0.00,	                     1.94,	                     3.79,	                    11.45,	                    15.24,	                   195.39,	                    14.80
                    11.93,	                     0.53,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1333.26,	                    20.00,	                  1057.96,	                    41.10,	                  2014.09,	                     0.00,	                     1.63,	                     0.29,	                     0.00,	                     1.92,	                     3.79,	                    11.35,	                    15.15,	                   203.48,	                    14.71
                    12.57,	                     0.64,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1325.60,	                    20.00,	                  1050.29,	                    41.10,	                  2014.09,	                     0.00,	                     1.62,	                     0.29,	                     0.00,	                     1.91,	                     3.79,	                    11.28,	                    15.08,	                   213.14,	                    14.64
                    13.34,	                     0.77,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1312.49,	                    20.00,	                  1037.18,	                    41.10,	                  2014.09,	                     0.00,	                     1.60,	                     0.29,	                     0.00,	                     1.89,	                     3.79,	                    11.16,	                    14.96,	                   224.64,	                    14.53
                    14.26,	                     0.92,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1303.43,	                    20.00,	                  1028.13,	                    41.10,	                  2014.09,	                     0.00,	                     1.59,	                     0.29,	                     0.00,	                     1.88,	                     3.79,	                    11.08,	                    14.87,	                   238.37,	                    14.45
                    14.54,	                     0.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1296.86,	                    20.00,	                  1021.56,	                    41.10,	                  2014.09,	                     0.00,	                     1.57,	                     0.29,	                     0.00,	                     1.87,	                     3.79,	                    11.02,	                    14.81,	                   242.47,	                    14.39
                    14.87,	                     0.33,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1293.98,	                    20.00,	                  1018.68,	                    41.10,	                  2014.09,	                     0.00,	                     1.57,	                     0.29,	                     0.00,	                     1.86,	                     3.79,	                    10.99,	                    14.79,	                   247.39,	                    14.36
                    15.27,	                     0.40,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1288.31,	                    20.00,	                  1013.01,	                    41.10,	                  2014.09,	                     0.00,	                     1.56,	                     0.29,	                     0.00,	                     1.85,	                     3.79,	                    10.94,	                    14.74,	                   253.26,	                    14.31
                    15.75,	                     0.48,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1284.53,	                    20.00,	                  1009.22,	                    41.10,	                  2014.09,	                     0.00,	                     1.56,	                     0.29,	                     0.00,	                     1.85,	                     3.79,	                    10.91,	                    14.70,	                   260.30,	                    14.28
                    16.32,	                     0.57,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1276.95,	                    20.00,	                  1001.65,	                    41.10,	                  2014.09,	                     0.00,	                     1.54,	                     0.29,	                     0.00,	                     1.84,	                     3.79,	                    10.84,	                    14.63,	                   268.70,	                    14.21
                    17.01,	                     0.69,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1272.13,	                    20.00,	                   996.83,	                    41.10,	                  2014.09,	                     0.00,	                     1.54,	                     0.29,	                     0.00,	                     1.83,	                     3.79,	                    10.80,	                    14.59,	                   278.75,	                    14.17
                    17.84,	                     0.83,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1262.25,	                    20.00,	                   986.95,	                    41.10,	                  2014.09,	                     0.00,	                     1.52,	                     0.29,	                     0.00,	                     1.81,	                     3.79,	                    10.70,	                    14.50,	                   290.74,	                    14.08
                    18.83,	                     0.99,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1256.37,	                    20.00,	                   981.07,	                    41.10,	                  2014.09,	                     0.00,	                     1.51,	                     0.29,	                     0.00,	                     1.80,	                     3.79,	                    10.65,	                    14.45,	                   305.07,	                    14.03
                    19.42,	                     0.60,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1248.48,	                    20.00,	                   973.18,	                    41.10,	                  2014.09,	                     0.00,	                     1.50,	                     0.29,	                     0.00,	                     1.79,	                     3.79,	                    10.58,	                    14.37,	                   313.62,	                    13.96
                    20.14,	                     0.71,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1244.81,	                    20.00,	                   969.51,	                    41.10,	                  2014.09,	                     0.00,	                     1.49,	                     0.29,	                     0.00,	                     1.79,	                     3.79,	                    10.55,	                    14.34,	                   323.87,	                    13.93
                    20.99,	                     0.86,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1236.40,	                    20.00,	                   961.10,	                    41.10,	                  2014.09,	                     0.00,	                     1.48,	                     0.29,	                     0.00,	                     1.77,	                     3.79,	                    10.47,	                    14.26,	                   336.09,	                    13.85
                    22.02,	                     1.03,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1231.83,	                    20.00,	                   956.53,	                    41.10,	                  2014.09,	                     0.00,	                     1.47,	                     0.29,	                     0.00,	                     1.77,	                     3.79,	                    10.43,	                    14.22,	                   350.72,	                    13.81
                    22.64,	                     0.62,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1224.92,	                    20.00,	                   949.62,	                    41.10,	                  2014.09,	                     0.00,	                     1.46,	                     0.29,	                     0.00,	                     1.76,	                     3.79,	                    10.36,	                    14.16,	                   359.46,	                    13.75
                    23.38,	                     0.74,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1222.03,	                    20.00,	                   946.73,	                    41.10,	                  2014.09,	                     0.00,	                     1.46,	                     0.29,	                     0.00,	                     1.75,	                     3.79,	                    10.34,	                    14.13,	                   369.92,	                    13.72
                    24.27,	                     0.89,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1214.73,	                    20.00,	                   939.43,	                    41.10,	                  2014.09,	                     0.00,	                     1.45,	                     0.29,	                     0.00,	                     1.74,	                     3.79,	                    10.27,	                    14.07,	                   382.42,	                    13.66
                    25.34,	                     1.07,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1211.08,	                    20.00,	                   935.78,	                    41.10,	                  2014.09,	                     0.00,	                     1.44,	                     0.29,	                     0.00,	                     1.73,	                     3.79,	                    10.24,	                    14.03,	                   397.39,	                    13.63
                    25.98,	                     0.64,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1204.95,	                    20.00,	                   929.64,	                    41.10,	                  2014.09,	                     0.00,	                     1.43,	                     0.29,	                     0.00,	                     1.72,	                     3.79,	                    10.18,	                    13.98,	                   406.33,	                    13.57
                    26.74,	                     0.77,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1202.61,	                    20.00,	                   927.31,	                    41.10,	                  2014.09,	                     0.00,	                     1.43,	                     0.29,	                     0.00,	                     1.72,	                     3.79,	                    10.16,	                    13.95,	                   417.05,	                    13.55
                    27.66,	                     0.92,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1196.16,	                    20.00,	                   920.86,	                    41.10,	                  2014.09,	                     0.00,	                     1.42,	                     0.29,	                     0.00,	                     1.71,	                     3.79,	                    10.10,	                    13.90,	                   429.85,	                    13.50
                    28.77,	                     1.11,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1193.18,	                    20.00,	                   917.88,	                    41.10,	                  2014.09,	                     0.00,	                     1.41,	                     0.29,	                     0.00,	                     1.71,	                     3.79,	                    10.07,	                    13.87,	                   445.18,	                    13.47
                    29.43,	                     0.66,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1187.66,	                    20.00,	                   912.36,	                    41.10,	                  2014.09,	                     0.00,	                     1.41,	                     0.29,	                     0.00,	                     1.70,	                     3.79,	                    10.02,	                    13.82,	                   454.35,	                    13.42
                    30.23,	                     0.80,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1185.73,	                    20.00,	                   910.43,	                    41.10,	                  2014.09,	                     0.00,	                     1.40,	                     0.29,	                     0.00,	                     1.70,	                     3.79,	                    10.01,	                    13.80,	                   465.34,	                    13.40
                    31.19,	                     0.96,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1179.95,	                    20.00,	                   904.65,	                    41.10,	                  2014.09,	                     0.00,	                     1.39,	                     0.29,	                     0.00,	                     1.69,	                     3.79,	                     9.95,	                    13.75,	                   478.47,	                    13.35
                    32.33,	                     1.15,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1177.46,	                    20.00,	                   902.16,	                    41.10,	                  2014.09,	                     0.00,	                     1.39,	                     0.29,	                     0.00,	                     1.68,	                     3.79,	                     9.93,	                    13.73,	                   494.21,	                    13.33
                    33.71,	                     1.38,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1169.81,	                    20.00,	                   894.50,	                    41.10,	                  2014.09,	                     0.00,	                     1.38,	                     0.29,	                     0.00,	                     1.67,	                     3.79,	                     9.86,	                    13.66,	                   512.99,	                    13.26
                    35.36,	                     1.65,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1166.72,	                    20.00,	                   891.42,	                    41.10,	                  2014.09,	                     0.00,	                     1.37,	                     0.29,	                     0.00,	                     1.67,	                     3.79,	                     9.83,	                    13.63,	                   535.49,	                    13.23
                    36.35,	                     0.99,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1160.11,	                    20.00,	                   884.81,	                    41.10,	                  2014.09,	                     0.00,	                     1.36,	                     0.29,	                     0.00,	                     1.66,	                     3.79,	                     9.77,	                    13.57,	                   548.92,	                    13.18
                    37.54,	                     1.19,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1158.16,	                    20.00,	                   882.86,	                    41.10,	                  2014.09,	                     0.00,	                     1.36,	                     0.29,	                     0.00,	                     1.65,	                     3.79,	                     9.75,	                    13.55,	                   565.03,	                    13.16
                    38.96,	                     1.43,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1151.43,	                    20.00,	                   876.13,	                    41.10,	                  2014.09,	                     0.00,	                     1.35,	                     0.29,	                     0.00,	                     1.64,	                     3.79,	                     9.69,	                    13.49,	                   584.27,	                    13.10
                    40.68,	                     1.71,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1148.97,	                    20.00,	                   873.67,	                    41.10,	                  2014.09,	                     0.00,	                     1.35,	                     0.29,	                     0.00,	                     1.64,	                     3.79,	                     9.67,	                    13.47,	                   607.31,	                    13.08
                    41.86,	                     1.19,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1142.55,	                    20.00,	                   867.25,	                    41.10,	                  2014.09,	                     0.00,	                     1.34,	                     0.29,	                     0.00,	                     1.63,	                     3.79,	                     9.61,	                    13.41,	                   623.26,	                    13.02
