                  Time[d],	              TimeStep[d],	                 Qo[m3/d],	                 Qw[m3/d],	                 Qg[m3/d],	                Qwi[m3/d],	             PwfProd[bar],	              PwfInj[bar],	             PwhProd[bar],	              PwhInj[bar],	            QgFlare[m3/d],	             QgFuel[m3/d],	              QgExp[m3/d],	                 Pump[MW],	                  ESP[MW],	             ExpCompr[MW],	           TotalPower[MW],	    GasEmission[tonCO2/d],	 DieselEmission[tonCO2/d],	  TotalEmission[tonCO2/d],	      CumEmission[tonCO2],	   RelEmission[kgCO2/boe]
                     0.10,	                     0.10,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	               2494500.91,	                    20.00,	               2494225.61,	                    41.10,	                  2014.09,	                     0.00,	                  3849.11,	                     0.29,	                     0.00,	                  3849.40,	                     3.79,	                 22763.05,	                 22766.85,	                  2276.68,	                 22111.18
                     0.22,	                     0.12,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                516373.17,	                    20.00,	                516097.87,	                    41.10,	                  2014.09,	                     0.00,	                   796.45,	                     0.29,	                     0.00,	                   796.74,	                     3.79,	                  4711.41,	                  4715.21,	                  2842.51,	                  4579.41
                     0.36,	                     0.14,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                189617.02,	                    20.00,	                189341.72,	                    41.10,	                  2014.09,	                     0.00,	                   292.19,	                     0.29,	                     0.00,	                   292.48,	                     3.79,	                  1729.56,	                  1733.35,	                  3092.11,	                  1683.43
                     0.54,	                     0.17,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                 87901.65,	                    20.00,	                 87626.35,	                    41.10,	                  2014.09,	                     0.00,	                   135.22,	                     0.29,	                     0.00,	                   135.52,	                     3.79,	                   801.34,	                   805.14,	                  3231.24,	                   781.95
                     0.74,	                     0.21,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                 46464.79,	                    20.00,	                 46189.49,	                    41.10,	                  2014.09,	                     0.00,	                    71.28,	                     0.29,	                     0.00,	                    71.57,	                     3.79,	                   423.21,	                   427.00,	                  3319.78,	                   414.70
                     0.99,	                     0.25,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                 26685.84,	                    20.00,	                 26410.54,	                    41.10,	                  2014.09,	                     0.00,	                    40.76,	                     0.29,	                     0.00,	                    41.05,	                     3.79,	                   242.71,	                   246.50,	                  3381.12,	                   239.41
                     1.29,	                     0.30,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                 16383.39,	                    20.00,	                 16108.09,	                    41.10,	                  2014.09,	                     0.00,	                    24.86,	                     0.29,	                     0.00,	                    25.15,	                     3.79,	                   148.69,	                   152.49,	                  3426.65,	                   148.10
                     1.65,	                     0.36,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                 10565.38,	                    20.00,	                 10290.07,	                    41.10,	                  2014.09,	                     0.00,	                    15.88,	                     0.29,	                     0.00,	                    16.17,	                     3.79,	                    95.60,	                    99.40,	                  3462.27,	                    96.53
                     2.08,	                     0.43,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  7194.16,	                    20.00,	                  6918.86,	                    41.10,	                  2014.09,	                     0.00,	                    10.68,	                     0.29,	                     0.00,	                    10.97,	                     3.79,	                    64.84,	                    68.63,	                  3491.78,	                    66.65
                     2.60,	                     0.52,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  5104.94,	                    20.00,	                  4829.64,	                    41.10,	                  2014.09,	                     0.00,	                     7.45,	                     0.29,	                     0.00,	                     7.74,	                     3.79,	                    45.77,	                    49.57,	                  3517.35,	                    48.14
                     2.91,	                     0.31,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  4361.16,	                    20.00,	                  4085.86,	                    41.10,	                  2014.09,	                     0.00,	                     6.30,	                     0.29,	                     0.00,	                     6.60,	                     3.79,	                    38.98,	                    42.78,	                  3530.60,	                    41.55
                     3.28,	                     0.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  3723.14,	                    20.00,	                  3447.84,	                    41.10,	                  2014.09,	                     0.00,	                     5.32,	                     0.29,	                     0.00,	                     5.61,	                     3.79,	                    33.16,	                    36.96,	                  3544.33,	                    35.89
                     3.50,	                     0.22,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  3434.86,	                    20.00,	                  3159.56,	                    41.10,	                  2014.09,	                     0.00,	                     4.87,	                     0.29,	                     0.00,	                     5.17,	                     3.79,	                    30.53,	                    34.33,	                  3551.98,	                    33.34
                     3.77,	                     0.27,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  3153.63,	                    20.00,	                  2878.33,	                    41.10,	                  2014.09,	                     0.00,	                     4.44,	                     0.29,	                     0.00,	                     4.73,	                     3.79,	                    27.96,	                    31.76,	                  3560.47,	                    30.84
                     4.09,	                     0.32,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  2886.35,	                    20.00,	                  2611.05,	                    41.10,	                  2014.09,	                     0.00,	                     4.03,	                     0.29,	                     0.00,	                     4.32,	                     3.79,	                    25.53,	                    29.32,	                  3569.88,	                    28.48
                     4.47,	                     0.39,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  2636.18,	                    20.00,	                  2360.88,	                    41.10,	                  2014.09,	                     0.00,	                     3.64,	                     0.29,	                     0.00,	                     3.93,	                     3.79,	                    23.24,	                    27.04,	                  3580.30,	                    26.26
                     4.70,	                     0.23,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  2512.12,	                    20.00,	                  2236.82,	                    41.10,	                  2014.09,	                     0.00,	                     3.45,	                     0.29,	                     0.00,	                     3.74,	                     3.79,	                    22.11,	                    25.90,	                  3586.29,	                    25.16
                     4.98,	                     0.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  2388.03,	                    20.00,	                  2112.72,	                    41.10,	                  2014.09,	                     0.00,	                     3.26,	                     0.29,	                     0.00,	                     3.55,	                     3.79,	                    20.98,	                    24.77,	                  3593.16,	                    24.06
                     5.31,	                     0.33,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  2261.32,	                    20.00,	                  1986.02,	                    41.10,	                  2014.09,	                     0.00,	                     3.06,	                     0.29,	                     0.00,	                     3.36,	                     3.79,	                    19.82,	                    23.62,	                  3601.01,	                    22.94
                     5.71,	                     0.40,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  2138.68,	                    20.00,	                  1863.37,	                    41.10,	                  2014.09,	                     0.00,	                     2.87,	                     0.29,	                     0.00,	                     3.17,	                     3.79,	                    18.70,	                    22.50,	                  3610.00,	                    21.85
                     5.83,	                     0.12,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  2103.01,	                    20.00,	                  1827.71,	                    41.10,	                  2014.09,	                     0.00,	                     2.82,	                     0.29,	                     0.00,	                     3.11,	                     3.79,	                    18.38,	                    22.17,	                  3612.65,	                    21.53
                     5.98,	                     0.14,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  2067.36,	                    20.00,	                  1792.06,	                    41.10,	                  2014.09,	                     0.00,	                     2.76,	                     0.29,	                     0.00,	                     3.06,	                     3.79,	                    18.05,	                    21.85,	                  3615.80,	                    21.22
                     6.15,	                     0.17,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  2025.69,	                    20.00,	                  1750.39,	                    41.10,	                  2014.09,	                     0.00,	                     2.70,	                     0.29,	                     0.00,	                     2.99,	                     3.79,	                    17.67,	                    21.47,	                  3619.50,	                    20.85
                     6.36,	                     0.21,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1982.13,	                    20.00,	                  1706.83,	                    41.10,	                  2014.09,	                     0.00,	                     2.63,	                     0.29,	                     0.00,	                     2.92,	                     3.79,	                    17.27,	                    21.07,	                  3623.86,	                    20.46
                     6.61,	                     0.25,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1932.23,	                    20.00,	                  1656.93,	                    41.10,	                  2014.09,	                     0.00,	                     2.56,	                     0.29,	                     0.00,	                     2.85,	                     3.79,	                    16.82,	                    20.61,	                  3628.98,	                    20.02
                     6.90,	                     0.30,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1881.88,	                    20.00,	                  1606.57,	                    41.10,	                  2014.09,	                     0.00,	                     2.48,	                     0.29,	                     0.00,	                     2.77,	                     3.79,	                    16.36,	                    20.15,	                  3634.99,	                    19.57
                     7.26,	                     0.36,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1825.45,	                    20.00,	                  1550.15,	                    41.10,	                  2014.09,	                     0.00,	                     2.39,	                     0.29,	                     0.00,	                     2.68,	                     3.79,	                    15.84,	                    19.64,	                  3642.01,	                    19.07
                     7.69,	                     0.43,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1771.01,	                    20.00,	                  1495.71,	                    41.10,	                  2014.09,	                     0.00,	                     2.31,	                     0.29,	                     0.00,	                     2.60,	                     3.79,	                    15.35,	                    19.14,	                  3650.23,	                    18.59
                     7.95,	                     0.26,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1738.07,	                    20.00,	                  1462.77,	                    41.10,	                  2014.09,	                     0.00,	                     2.26,	                     0.29,	                     0.00,	                     2.55,	                     3.79,	                    15.05,	                    18.84,	                  3655.08,	                    18.30
                     8.26,	                     0.31,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1707.11,	                    20.00,	                  1431.80,	                    41.10,	                  2014.09,	                     0.00,	                     2.21,	                     0.29,	                     0.00,	                     2.50,	                     3.79,	                    14.76,	                    18.56,	                  3660.82,	                    18.02
                     8.63,	                     0.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1670.19,	                    20.00,	                  1394.89,	                    41.10,	                  2014.09,	                     0.00,	                     2.15,	                     0.29,	                     0.00,	                     2.44,	                     3.79,	                    14.43,	                    18.22,	                  3667.58,	                    17.70
                     9.07,	                     0.45,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1635.26,	                    20.00,	                  1359.96,	                    41.10,	                  2014.09,	                     0.00,	                     2.10,	                     0.29,	                     0.00,	                     2.39,	                     3.79,	                    14.11,	                    17.90,	                  3675.55,	                    17.39
                     9.34,	                     0.27,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1612.40,	                    20.00,	                  1337.10,	                    41.10,	                  2014.09,	                     0.00,	                     2.06,	                     0.29,	                     0.00,	                     2.35,	                     3.79,	                    13.90,	                    17.69,	                  3680.27,	                    17.18
                     9.66,	                     0.32,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1591.88,	                    20.00,	                  1316.58,	                    41.10,	                  2014.09,	                     0.00,	                     2.03,	                     0.29,	                     0.00,	                     2.32,	                     3.79,	                    13.71,	                    17.51,	                  3685.88,	                    17.00
                    10.05,	                     0.38,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1565.91,	                    20.00,	                  1290.61,	                    41.10,	                  2014.09,	                     0.00,	                     1.99,	                     0.29,	                     0.00,	                     2.28,	                     3.79,	                    13.48,	                    17.27,	                  3692.52,	                    16.77
                    10.51,	                     0.46,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1542.02,	                    20.00,	                  1266.71,	                    41.10,	                  2014.09,	                     0.00,	                     1.95,	                     0.29,	                     0.00,	                     2.25,	                     3.79,	                    13.26,	                    17.05,	                  3700.39,	                    16.56
                    10.78,	                     0.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1525.13,	                    20.00,	                  1249.83,	                    41.10,	                  2014.09,	                     0.00,	                     1.93,	                     0.29,	                     0.00,	                     2.22,	                     3.79,	                    13.10,	                    16.90,	                  3705.07,	                    16.41
                    11.12,	                     0.33,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1510.75,	                    20.00,	                  1235.44,	                    41.10,	                  2014.09,	                     0.00,	                     1.91,	                     0.29,	                     0.00,	                     2.20,	                     3.79,	                    12.97,	                    16.77,	                  3710.64,	                    16.28
                    11.51,	                     0.40,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1491.42,	                    20.00,	                  1216.12,	                    41.10,	                  2014.09,	                     0.00,	                     1.88,	                     0.29,	                     0.00,	                     2.17,	                     3.79,	                    12.80,	                    16.59,	                  3717.26,	                    16.11
                    11.99,	                     0.48,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1474.25,	                    20.00,	                  1198.94,	                    41.10,	                  2014.09,	                     0.00,	                     1.85,	                     0.29,	                     0.00,	                     2.14,	                     3.79,	                    12.64,	                    16.43,	                  3725.12,	                    15.96
                    12.28,	                     0.29,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1461.15,	                    20.00,	                  1185.85,	                    41.10,	                  2014.09,	                     0.00,	                     1.83,	                     0.29,	                     0.00,	                     2.12,	                     3.79,	                    12.52,	                    16.31,	                  3729.80,	                    15.84
                    12.62,	                     0.34,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1450.60,	                    20.00,	                  1175.30,	                    41.10,	                  2014.09,	                     0.00,	                     1.81,	                     0.29,	                     0.00,	                     2.10,	                     3.79,	                    12.42,	                    16.22,	                  3735.39,	                    15.75
                    13.04,	                     0.41,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1435.57,	                    20.00,	                  1160.26,	                    41.10,	                  2014.09,	                     0.00,	                     1.79,	                     0.29,	                     0.00,	                     2.08,	                     3.79,	                    12.29,	                    16.08,	                  3742.04,	                    15.62
                    13.53,	                     0.50,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1422.72,	                    20.00,	                  1147.42,	                    41.10,	                  2014.09,	                     0.00,	                     1.77,	                     0.29,	                     0.00,	                     2.06,	                     3.79,	                    12.17,	                    15.96,	                  3749.95,	                    15.50
                    14.13,	                     0.60,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1404.36,	                    20.00,	                  1129.06,	                    41.10,	                  2014.09,	                     0.00,	                     1.74,	                     0.29,	                     0.00,	                     2.03,	                     3.79,	                    12.00,	                    15.80,	                  3759.36,	                    15.34
                    14.84,	                     0.71,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1389.52,	                    20.00,	                  1114.22,	                    41.10,	                  2014.09,	                     0.00,	                     1.72,	                     0.29,	                     0.00,	                     2.01,	                     3.79,	                    11.87,	                    15.66,	                  3770.54,	                    15.21
                    15.27,	                     0.43,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1376.87,	                    20.00,	                  1101.56,	                    41.10,	                  2014.09,	                     0.00,	                     1.70,	                     0.29,	                     0.00,	                     1.99,	                     3.79,	                    11.75,	                    15.54,	                  3777.21,	                    15.10
                    15.79,	                     0.51,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1367.99,	                    20.00,	                  1092.69,	                    41.10,	                  2014.09,	                     0.00,	                     1.68,	                     0.29,	                     0.00,	                     1.98,	                     3.79,	                    11.67,	                    15.46,	                  3785.16,	                    15.02
                    16.40,	                     0.62,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1354.04,	                    20.00,	                  1078.74,	                    41.10,	                  2014.09,	                     0.00,	                     1.66,	                     0.29,	                     0.00,	                     1.96,	                     3.79,	                    11.54,	                    15.34,	                  3794.62,	                    14.89
                    17.14,	                     0.74,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1343.48,	                    20.00,	                  1068.18,	                    41.10,	                  2014.09,	                     0.00,	                     1.65,	                     0.29,	                     0.00,	                     1.94,	                     3.79,	                    11.45,	                    15.24,	                  3805.91,	                    14.80
                    17.59,	                     0.44,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1333.32,	                    20.00,	                  1058.02,	                    41.10,	                  2014.09,	                     0.00,	                     1.63,	                     0.29,	                     0.00,	                     1.92,	                     3.79,	                    11.35,	                    15.15,	                  3812.64,	                    14.71
                    18.12,	                     0.53,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1326.86,	                    20.00,	                  1051.56,	                    41.10,	                  2014.09,	                     0.00,	                     1.62,	                     0.29,	                     0.00,	                     1.91,	                     3.79,	                    11.29,	                    15.09,	                  3820.69,	                    14.65
                    18.76,	                     0.64,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1315.65,	                    20.00,	                  1040.35,	                    41.10,	                  2014.09,	                     0.00,	                     1.60,	                     0.29,	                     0.00,	                     1.90,	                     3.79,	                    11.19,	                    14.99,	                  3830.28,	                    14.55
                    19.53,	                     0.77,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1307.78,	                    20.00,	                  1032.48,	                    41.10,	                  2014.09,	                     0.00,	                     1.59,	                     0.29,	                     0.00,	                     1.88,	                     3.79,	                    11.12,	                    14.91,	                  3841.73,	                    14.48
                    19.99,	                     0.46,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1299.25,	                    20.00,	                  1023.95,	                    41.10,	                  2014.09,	                     0.00,	                     1.58,	                     0.29,	                     0.00,	                     1.87,	                     3.79,	                    11.04,	                    14.84,	                  3848.56,	                    14.41
                    20.54,	                     0.55,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1294.35,	                    20.00,	                  1019.05,	                    41.10,	                  2014.09,	                     0.00,	                     1.57,	                     0.29,	                     0.00,	                     1.86,	                     3.79,	                    11.00,	                    14.79,	                  3856.74,	                    14.37
                    21.21,	                     0.66,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1284.96,	                    20.00,	                  1009.66,	                    41.10,	                  2014.09,	                     0.00,	                     1.56,	                     0.29,	                     0.00,	                     1.85,	                     3.79,	                    10.91,	                    14.71,	                  3866.50,	                    14.28
                    22.00,	                     0.80,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1278.88,	                    20.00,	                  1003.58,	                    41.10,	                  2014.09,	                     0.00,	                     1.55,	                     0.29,	                     0.00,	                     1.84,	                     3.79,	                    10.86,	                    14.65,	                  3878.16,	                    14.23
                    22.48,	                     0.48,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1271.48,	                    20.00,	                   996.18,	                    41.10,	                  2014.09,	                     0.00,	                     1.54,	                     0.29,	                     0.00,	                     1.83,	                     3.79,	                    10.79,	                    14.58,	                  3885.13,	                    14.16
                    23.05,	                     0.57,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1267.64,	                    20.00,	                   992.34,	                    41.10,	                  2014.09,	                     0.00,	                     1.53,	                     0.29,	                     0.00,	                     1.82,	                     3.79,	                    10.75,	                    14.55,	                  3893.47,	                    14.13
                    23.74,	                     0.69,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1259.56,	                    20.00,	                   984.26,	                    41.10,	                  2014.09,	                     0.00,	                     1.52,	                     0.29,	                     0.00,	                     1.81,	                     3.79,	                    10.68,	                    14.47,	                  3903.42,	                    14.06
                    24.57,	                     0.83,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1254.73,	                    20.00,	                   979.43,	                    41.10,	                  2014.09,	                     0.00,	                     1.51,	                     0.29,	                     0.00,	                     1.80,	                     3.79,	                    10.64,	                    14.43,	                  3915.33,	                    14.01
                    25.06,	                     0.50,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1248.17,	                    20.00,	                   972.87,	                    41.10,	                  2014.09,	                     0.00,	                     1.50,	                     0.29,	                     0.00,	                     1.79,	                     3.79,	                    10.58,	                    14.37,	                  3922.45,	                    13.96
                    25.66,	                     0.59,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1245.08,	                    20.00,	                   969.78,	                    41.10,	                  2014.09,	                     0.00,	                     1.50,	                     0.29,	                     0.00,	                     1.79,	                     3.79,	                    10.55,	                    14.34,	                  3930.97,	                    13.93
                    26.37,	                     0.71,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1237.99,	                    20.00,	                   962.69,	                    41.10,	                  2014.09,	                     0.00,	                     1.48,	                     0.29,	                     0.00,	                     1.78,	                     3.79,	                    10.48,	                    14.28,	                  3941.15,	                    13.87
                    27.23,	                     0.86,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1234.06,	                    20.00,	                   958.76,	                    41.10,	                  2014.09,	                     0.00,	                     1.48,	                     0.29,	                     0.00,	                     1.77,	                     3.79,	                    10.45,	                    14.24,	                  3953.34,	                    13.83
                    27.74,	                     0.51,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1228.18,	                    20.00,	                   952.88,	                    41.10,	                  2014.09,	                     0.00,	                     1.47,	                     0.29,	                     0.00,	                     1.76,	                     3.79,	                    10.39,	                    14.19,	                  3960.63,	                    13.78
                    28.35,	                     0.62,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1225.64,	                    20.00,	                   950.34,	                    41.10,	                  2014.09,	                     0.00,	                     1.47,	                     0.29,	                     0.00,	                     1.76,	                     3.79,	                    10.37,	                    14.16,	                  3969.35,	                    13.76
                    29.09,	                     0.74,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1219.33,	                    20.00,	                   944.02,	                    41.10,	                  2014.09,	                     0.00,	                     1.46,	                     0.29,	                     0.00,	                     1.75,	                     3.79,	                    10.31,	                    14.11,	                  3979.79,	                    13.70
                    29.98,	                     0.89,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1216.06,	                    20.00,	                   940.76,	                    41.10,	                  2014.09,	                     0.00,	                     1.45,	                     0.29,	                     0.00,	                     1.74,	                     3.79,	                    10.28,	                    14.08,	                  3992.28,	                    13.67
                    31.05,	                     1.06,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1207.76,	                    20.00,	                   932.46,	                    41.10,	                  2014.09,	                     0.00,	                     1.44,	                     0.29,	                     0.00,	                     1.73,	                     3.79,	                    10.21,	                    14.00,	                  4007.18,	                    13.60
                    32.32,	                     1.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1203.73,	                    20.00,	                   928.43,	                    41.10,	                  2014.09,	                     0.00,	                     1.43,	                     0.29,	                     0.00,	                     1.72,	                     3.79,	                    10.17,	                    13.96,	                  4025.03,	                    13.56
                    33.09,	                     0.77,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1196.81,	                    20.00,	                   921.51,	                    41.10,	                  2014.09,	                     0.00,	                     1.42,	                     0.29,	                     0.00,	                     1.71,	                     3.79,	                    10.11,	                    13.90,	                  4035.68,	                    13.50
                    34.01,	                     0.92,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1194.27,	                    20.00,	                   918.97,	                    41.10,	                  2014.09,	                     0.00,	                     1.42,	                     0.29,	                     0.00,	                     1.71,	                     3.79,	                    10.08,	                    13.88,	                  4048.45,	                    13.48
                    35.11,	                     1.10,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1187.10,	                    20.00,	                   911.80,	                    41.10,	                  2014.09,	                     0.00,	                     1.41,	                     0.29,	                     0.00,	                     1.70,	                     3.79,	                    10.02,	                    13.81,	                  4063.70,	                    13.42
