                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                     7.95	                     0.26	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1738.07	                    20.00	                  1462.78	                    41.10	                  2014.09	                     0.00	                     2.26	                     0.29	                     0.00	                     2.55	                     3.79	                    15.05	                    18.84	                  3655.09	                    18.30
                     8.26	                     0.31	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1707.11	                    20.00	                  1431.82	                    41.10	                  2014.09	                     0.00	                     2.21	                     0.29	                     0.00	                     2.50	                     3.79	                    14.76	                    18.56	                  3660.82	                    18.02
                     8.63	                     0.37	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1670.19	                    20.00	                  1394.91	                    41.10	                  2014.09	                     0.00	                     2.15	                     0.29	                     0.00	                     2.44	                     3.79	                    14.43	                    18.22	                  3667.58	                    17.70
                     9.07	                     0.45	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1635.26	                    20.00	                  1359.97	                    41.10	                  2014.09	                     0.00	                     2.10	                     0.29	                     0.00	                     2.39	                     3.79	                    14.11	                    17.90	                  3675.55	                    17.39
                     9.34	                     0.27	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1612.40	                    20.00	                  1337.11	                    41.10	                  2014.09	                     0.00	                     2.06	                     0.29	                     0.00	                     2.35	                     3.79	                    13.90	                    17.69	                  3680.27	                    17.18
                     9.66	                     0.32	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1591.88	                    20.00	                  1316.60	                    41.10	                  2014.09	                     0.00	                     2.03	                     0.29	                     0.00	                     2.32	                     3.79	                    13.71	                    17.51	                  3685.88	                    17.00
                    10.05	                     0.38	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1565.91	                    20.00	                  1290.63	                    41.10	                  2014.09	                     0.00	                     1.99	                     0.29	                     0.00	                     2.28	                     3.79	                    13.48	                    17.27	                  3692.52	                    16.77
                    10.51	                     0.46	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1542.02	                    20.00	                  1266.73	                    41.10	                  2014.09	                     0.00	                     1.95	                     0.29	                     0.00	                     2.25	                     3.79	                    13.26	                    17.05	                  3700.39	                    16.56
                    10.78	                     0.28	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1525.13	                    20.00	                  1249.84	                    41.10	                  2014.09	                     0.00	                     1.93	                     0.29	                     0.00	                     2.22	                     3.79	                    13.10	                    16.90	                  3705.07	                    16.41
                    11.12	                     0.33	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1510.75	                    20.00	                  1235.46	                    41.10	                  2014.09	                     0.00	                     1.91	                     0.29	                     0.00	                     2.20	                     3.79	                    12.97	                    16.77	                  3710.64	                    16.28
                    11.51	                     0.40	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1491.42	                    20.00	                  1216.14	                    41.10	                  2014.09	                     0.00	                     1.88	                     0.29	                     0.00	                     2.17	                     3.79	                    12.80	                    16.59	                  3717.26	                    16.11
                    11.99	                     0.48	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1474.25	                    20.00	                  1198.96	                    41.10	                  2014.09	                     0.00	                     1.85	                     0.29	                     0.00	                     2.14	                     3.79	                    12.64	                    16.43	                  3725.12	                    15.96
                    12.28	                     0.29	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1461.15	                    20.00	                  1185.86	                    41.10	                  2014.09	                     0.00	                     1.83	                     0.29	                     0.00	                     2.12	                     3.79	                    12.52	                    16.31	                  3729.80	                    15.84
                    12.62	                     0.34	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1450.60	                    20.00	                  1175.31	                    41.10	                  2014.09	                     0.00	                     1.81	                     0.29	                     0.00	                     2.10	                     3.79	                    12.42	                    16.22	                  3735.39	                    15.75
                    13.04	                     0.41	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1435.57	                    20.00	                  1160.28	                    41.10	                  2014.09	                     0.00	                     1.79	                     0.29	                     0.00	                     2.08	                     3.79	                    12.29	                    16.08	                  3742.04	                    15.62
                    13.53	                     0.50	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1422.72	                    20.00	                  1147.43	                    41.10	                  2014.09	                     0.00	                     1.77	                     0.29	                     0.00	                     2.06	                     3.79	                    12.17	                    15.96	                  3749.96	                    15.50
                    14.13	                     0.60	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1404.36	                    20.00	                  1129.07	                    41.10	                  2014.09	                     0.00	                     1.74	                     0.29	                     0.00	                     2.03	                     3.79	                    12.00	                    15.80	                  3759.36	                    15.34
                    14.84	                     0.71	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1389.52	                    20.00	                  1114.23	                    41.10	                  2014.09	                     0.00	                     1.72	                     0.29	                     0.00	                     2.01	                     3.79	                    11.87	                    15.66	                  3770.54	                    15.21
                    15.27	                     0.43	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1376.87	                    20.00	                  1101.58	                    41.10	                  2014.09	                     0.00	                     1.70	                     0.29	                     0.00	                     1.99	                     3.79	                    11.75	                    15.54	                  3777.21	                    15.10
                    15.79	                     0.51	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1367.99	                    20.00	                  1092.71	                    41.10	                  2014.09	                     0.00	                     1.68	                     0.29	                     0.00	                     1.98	                     3.79	                    11.67	                    15.46	                  3785.16	                    15.02
                    16.40	                     0.62	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1354.04	                    20.00	                  1078.75	                    41.10	                  2014.09	                     0.00	                     1.66	                     0.29	                     0.00	                     1.96	                     3.79	                    11.54	                    15.34	                  3794.63	                    14.89
                    17.14	                     0.74	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1343.48	                    20.00	                  1068.19	                    41.10	                  2014.09	                     0.00	                     1.65	                     0.29	                     0.00	                     1.94	                     3.79	                    11.45	                    15.24	                  3805.91	                    14.80
                    17.59	                     0.44	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1333.32	                    20.00	                  1058.04	                    41.10	                  2014.09	                     0.00	                     1.63	                     0.29	                     0.00	                     1.92	                     3.79	                    11.35	                    15.15	                  3812.64	                    14.71
                    18.12	                     0.53	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1326.86	                    20.00	                  1051.58	                    41.10	                  2014.09	                     0.00	                     1.62	                     0.29	                     0.00	                     1.91	                     3.79	                    11.29	                    15.09	                  3820.69	                    14.65
                    18.76	                     0.64	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1315.65	                    20.00	                  1040.36	                    41.10	                  2014.09	                     0.00	                     1.60	                     0.29	                     0.00	                     1.90	                     3.79	                    11.19	                    14.99	                  3830.28	                    14.55
                    19.53	                     0.77	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1307.78	                    20.00	                  1032.49	                    41.10	                  2014.09	                     0.00	                     1.59	                     0.29	                     0.00	                     1.88	                     3.79	                    11.12	                    14.91	                  3841.73	                    14.48
                    19.99	                     0.46	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1299.25	                    20.00	                  1023.96	                    41.10	                  2014.09	                     0.00	                     1.58	                     0.29	                     0.00	                     1.87	                     3.79	                    11.04	                    14.84	                  3848.57	                    14.41
