                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                     0.10	                     0.10	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1698.69	                    20.00	                  1423.40	                    41.10	                  2014.09	                     0.00	                     2.20	                     0.29	                     0.00	                     2.49	                     3.79	                    14.69	                    18.48	                     1.85	                    17.95
                     0.22	                     0.12	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1687.84	                    20.00	                  1412.55	                    41.10	                  2014.09	                     0.00	                     2.18	                     0.29	                     0.00	                     2.47	                     3.79	                    14.59	                    18.38	                     4.05	                    17.85
                     0.36	                     0.14	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1673.78	                    20.00	                  1398.50	                    41.10	                  2014.09	                     0.00	                     2.16	                     0.29	                     0.00	                     2.45	                     3.79	                    14.46	                    18.25	                     6.68	                    17.73
                     0.54	                     0.17	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1659.56	                    20.00	                  1384.27	                    41.10	                  2014.09	                     0.00	                     2.13	                     0.29	                     0.00	                     2.43	                     3.79	                    14.33	                    18.12	                     9.81	                    17.60
                     0.74	                     0.21	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1641.32	                    20.00	                  1366.04	                    41.10	                  2014.09	                     0.00	                     2.11	                     0.29	                     0.00	                     2.40	                     3.79	                    14.16	                    17.96	                    13.54	                    17.44
                     0.99	                     0.25	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1623.33	                    20.00	                  1348.04	                    41.10	                  2014.09	                     0.00	                     2.08	                     0.29	                     0.00	                     2.37	                     3.79	                    14.00	                    17.79	                    17.97	                    17.28
                     1.29	                     0.30	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1600.52	                    20.00	                  1325.23	                    41.10	                  2014.09	                     0.00	                     2.04	                     0.29	                     0.00	                     2.34	                     3.79	                    13.79	                    17.59	                    23.22	                    17.08
                     1.65	                     0.36	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1578.76	                    20.00	                  1303.47	                    41.10	                  2014.09	                     0.00	                     2.01	                     0.29	                     0.00	                     2.30	                     3.79	                    13.59	                    17.39	                    29.45	                    16.89
                     2.08	                     0.43	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1551.52	                    20.00	                  1276.23	                    41.10	                  2014.09	                     0.00	                     1.97	                     0.29	                     0.00	                     2.26	                     3.79	                    13.34	                    17.14	                    36.82	                    16.65
                     2.60	                     0.52	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1526.64	                    20.00	                  1251.35	                    41.10	                  2014.09	                     0.00	                     1.93	                     0.29	                     0.00	                     2.22	                     3.79	                    13.12	                    16.91	                    45.54	                    16.42
                     2.91	                     0.31	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1509.20	                    20.00	                  1233.91	                    41.10	                  2014.09	                     0.00	                     1.90	                     0.29	                     0.00	                     2.19	                     3.79	                    12.96	                    16.75	                    50.73	                    16.27
                     3.28	                     0.37	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1494.44	                    20.00	                  1219.15	                    41.10	                  2014.09	                     0.00	                     1.88	                     0.29	                     0.00	                     2.17	                     3.79	                    12.82	                    16.62	                    56.90	                    16.14
                     3.72	                     0.45	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1474.75	                    20.00	                  1199.46	                    41.10	                  2014.09	                     0.00	                     1.85	                     0.29	                     0.00	                     2.14	                     3.79	                    12.64	                    16.44	                    64.23	                    15.96
