                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                     0.10	                     0.10	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1549.96	                    20.00	                  1274.67	                    41.10	                  2014.09	                     0.00	                     1.97	                     0.00	                     0.00	                     1.97	                     3.79	                    11.60	                    15.40	                     1.54	                    14.96
                     0.22	                     0.12	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1545.34	                    20.00	                  1270.05	                    41.10	                  2014.09	                     0.00	                     1.96	                     0.00	                     0.00	                     1.96	                     3.79	                    11.56	                    15.36	                     3.38	                    14.91
                     0.36	                     0.14	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1538.80	                    20.00	                  1263.51	                    41.10	                  2014.09	                     0.00	                     1.95	                     0.00	                     0.00	                     1.95	                     3.79	                    11.50	                    15.30	                     5.59	                    14.86
                     0.54	                     0.17	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1532.57	                    20.00	                  1257.29	                    41.10	                  2014.09	                     0.00	                     1.94	                     0.00	                     0.00	                     1.94	                     3.79	                    11.45	                    15.24	                     8.22	                    14.80
                     0.74	                     0.21	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1523.80	                    20.00	                  1248.51	                    41.10	                  2014.09	                     0.00	                     1.93	                     0.00	                     0.00	                     1.93	                     3.79	                    11.37	                    15.16	                    11.36	                    14.72
                     0.99	                     0.25	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1515.63	                    20.00	                  1240.34	                    41.10	                  2014.09	                     0.00	                     1.91	                     0.00	                     0.00	                     1.91	                     3.79	                    11.29	                    15.09	                    15.12	                    14.65
                     1.29	                     0.30	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1504.17	                    20.00	                  1228.88	                    41.10	                  2014.09	                     0.00	                     1.89	                     0.00	                     0.00	                     1.89	                     3.79	                    11.19	                    14.98	                    19.59	                    14.55
                     1.65	                     0.36	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1493.80	                    20.00	                  1218.51	                    41.10	                  2014.09	                     0.00	                     1.88	                     0.00	                     0.00	                     1.88	                     3.79	                    11.09	                    14.89	                    24.92	                    14.46
                     2.08	                     0.43	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1479.33	                    20.00	                  1204.04	                    41.10	                  2014.09	                     0.00	                     1.86	                     0.00	                     0.00	                     1.86	                     3.79	                    10.96	                    14.75	                    31.27	                    14.33
                     2.60	                     0.52	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1466.72	                    20.00	                  1191.43	                    41.10	                  2014.09	                     0.00	                     1.84	                     0.00	                     0.00	                     1.84	                     3.79	                    10.85	                    14.64	                    38.82	                    14.22
                     3.22	                     0.62	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1449.16	                    20.00	                  1173.87	                    41.10	                  2014.09	                     0.00	                     1.81	                     0.00	                     0.00	                     1.81	                     3.79	                    10.68	                    14.48	                    47.79	                    14.06
                     3.96	                     0.74	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1434.63	                    20.00	                  1159.34	                    41.10	                  2014.09	                     0.00	                     1.79	                     0.00	                     0.00	                     1.79	                     3.79	                    10.55	                    14.35	                    58.45	                    13.93
                     4.40	                     0.45	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1422.67	                    20.00	                  1147.39	                    41.10	                  2014.09	                     0.00	                     1.77	                     0.00	                     0.00	                     1.77	                     3.79	                    10.44	                    14.24	                    64.79	                    13.83
                     4.94	                     0.53	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1414.00	                    20.00	                  1138.72	                    41.10	                  2014.09	                     0.00	                     1.76	                     0.00	                     0.00	                     1.76	                     3.79	                    10.36	                    14.16	                    72.37	                    13.75
                     5.58	                     0.64	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1400.74	                    20.00	                  1125.45	                    41.10	                  2014.09	                     0.00	                     1.74	                     0.00	                     0.00	                     1.74	                     3.79	                    10.24	                    14.04	                    81.38	                    13.63
                     6.35	                     0.77	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1390.44	                    20.00	                  1115.15	                    41.10	                  2014.09	                     0.00	                     1.72	                     0.00	                     0.00	                     1.72	                     3.79	                    10.15	                    13.94	                    92.12	                    13.54
                     6.81	                     0.46	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   329.67	                  1380.84	                    20.00	                  1105.56	                    41.10	                  2014.09	                     0.00	                     1.70	                     0.00	                     0.00	                     1.70	                     3.79	                    10.06	                    13.86	                    98.52	                    13.46
