                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                     0.10	                     0.10	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1260.29	                    20.00	                   985.00	                    41.10	                  2014.09	                     0.00	                     1.52	                     0.29	                     0.00	                     1.81	                     3.79	                    10.69	                    14.48	                     1.45	                    14.06
                     0.22	                     0.12	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1259.67	                    20.00	                   984.38	                    41.10	                  2014.09	                     0.00	                     1.52	                     0.29	                     0.00	                     1.81	                     3.79	                    10.68	                    14.48	                     3.19	                    14.06
                     0.36	                     0.14	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1258.64	                    20.00	                   983.35	                    41.10	                  2014.09	                     0.00	                     1.52	                     0.29	                     0.00	                     1.81	                     3.79	                    10.67	                    14.47	                     5.27	                    14.05
                     0.54	                     0.17	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1257.77	                    20.00	                   982.48	                    41.10	                  2014.09	                     0.00	                     1.51	                     0.29	                     0.00	                     1.81	                     3.79	                    10.66	                    14.46	                     7.77	                    14.04
                     0.74	                     0.21	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1256.30	                    20.00	                   981.01	                    41.10	                  2014.09	                     0.00	                     1.51	                     0.29	                     0.00	                     1.80	                     3.79	                    10.65	                    14.44	                    10.76	                    14.03
                     0.99	                     0.25	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1255.09	                    20.00	                   979.81	                    41.10	                  2014.09	                     0.00	                     1.51	                     0.29	                     0.00	                     1.80	                     3.79	                    10.64	                    14.43	                    14.35	                    14.02
                     1.29	                     0.30	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1253.01	                    20.00	                   977.72	                    41.10	                  2014.09	                     0.00	                     1.51	                     0.29	                     0.00	                     1.80	                     3.79	                    10.62	                    14.41	                    18.66	                    14.00
                     1.65	                     0.36	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1251.36	                    20.00	                   976.07	                    41.10	                  2014.09	                     0.00	                     1.50	                     0.29	                     0.00	                     1.80	                     3.79	                    10.61	                    14.40	                    23.82	                    13.98
                     2.08	                     0.43	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1248.40	                    20.00	                   973.12	                    41.10	                  2014.09	                     0.00	                     1.50	                     0.29	                     0.00	                     1.79	                     3.79	                    10.58	                    14.37	                    30.00	                    13.96
                     2.60	                     0.52	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1246.19	                    20.00	                   970.90	                    41.10	                  2014.09	                     0.00	                     1.50	                     0.29	                     0.00	                     1.79	                     3.79	                    10.56	                    14.35	                    37.40	                    13.94
                     3.22	                     0.62	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1241.98	                    20.00	                   966.69	                    41.10	                  2014.09	                     0.00	                     1.49	                     0.29	                     0.00	                     1.78	                     3.79	                    10.52	                    14.31	                    46.27	                    13.90
                     3.96	                     0.74	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1239.09	                    20.00	                   963.80	                    41.10	                  2014.09	                     0.00	                     1.49	                     0.29	                     0.00	                     1.78	                     3.79	                    10.49	                    14.29	                    56.88	                    13.88
                     4.85	                     0.89	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1233.07	                    20.00	                   957.78	                    41.10	                  2014.09	                     0.00	                     1.48	                     0.29	                     0.00	                     1.77	                     3.79	                    10.44	                    14.23	                    69.57	                    13.82
                     5.92	                     1.07	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1229.42	                    20.00	                   954.13	                    41.10	                  2014.09	                     0.00	                     1.47	                     0.29	                     0.00	                     1.76	                     3.79	                    10.41	                    14.20	                    84.76	                    13.79
                     7.20	                     1.28	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1220.79	                    20.00	                   945.50	                    41.10	                  2014.09	                     0.00	                     1.46	                     0.29	                     0.00	                     1.75	                     3.79	                    10.33	                    14.12	                   102.89	                    13.71
                     8.74	                     1.54	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1216.38	                    20.00	                   941.09	                    41.10	                  2014.09	                     0.00	                     1.45	                     0.29	                     0.00	                     1.74	                     3.79	                    10.29	                    14.08	                   124.59	                    13.67
                     9.21	                     0.46	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1210.65	                    20.00	                   935.36	                    41.10	                  2014.09	                     0.00	                     1.44	                     0.29	                     0.00	                     1.73	                     3.79	                    10.23	                    14.03	                   131.07	                    13.62
                     9.76	                     0.55	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1209.23	                    20.00	                   933.94	                    41.10	                  2014.09	                     0.00	                     1.44	                     0.29	                     0.00	                     1.73	                     3.79	                    10.22	                    14.02	                   138.84	                    13.61
                    10.43	                     0.67	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1204.80	                    20.00	                   929.51	                    41.10	                  2014.09	                     0.00	                     1.43	                     0.29	                     0.00	                     1.72	                     3.79	                    10.18	                    13.97	                   148.15	                    13.57
                    11.23	                     0.80	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1202.91	                    20.00	                   927.62	                    41.10	                  2014.09	                     0.00	                     1.43	                     0.29	                     0.00	                     1.72	                     3.79	                    10.16	                    13.96	                   159.29	                    13.56
                    12.18	                     0.96	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1196.71	                    20.00	                   921.42	                    41.10	                  2014.09	                     0.00	                     1.42	                     0.29	                     0.00	                     1.71	                     3.79	                    10.11	                    13.90	                   172.62	                    13.50
                    13.33	                     1.15	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1194.28	                    20.00	                   918.99	                    41.10	                  2014.09	                     0.00	                     1.42	                     0.29	                     0.00	                     1.71	                     3.79	                    10.08	                    13.88	                   188.58	                    13.48
                    14.02	                     0.69	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1188.63	                    20.00	                   913.34	                    41.10	                  2014.09	                     0.00	                     1.41	                     0.29	                     0.00	                     1.70	                     3.79	                    10.03	                    13.83	                   198.12	                    13.43
                    14.85	                     0.83	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1187.04	                    20.00	                   911.76	                    41.10	                  2014.09	                     0.00	                     1.41	                     0.29	                     0.00	                     1.70	                     3.79	                    10.02	                    13.81	                   209.56	                    13.41
                    15.85	                     0.99	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1181.17	                    20.00	                   905.88	                    41.10	                  2014.09	                     0.00	                     1.40	                     0.29	                     0.00	                     1.69	                     3.79	                     9.97	                    13.76	                   223.23	                    13.36
                    17.04	                     1.19	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1179.10	                    20.00	                   903.81	                    41.10	                  2014.09	                     0.00	                     1.39	                     0.29	                     0.00	                     1.69	                     3.79	                     9.95	                    13.74	                   239.62	                    13.34
                    17.75	                     0.72	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1173.78	                    20.00	                   898.50	                    41.10	                  2014.09	                     0.00	                     1.39	                     0.29	                     0.00	                     1.68	                     3.79	                     9.90	                    13.69	                   249.41	                    13.30
                    18.61	                     0.86	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1172.43	                    20.00	                   897.14	                    41.10	                  2014.09	                     0.00	                     1.38	                     0.29	                     0.00	                     1.67	                     3.79	                     9.89	                    13.68	                   261.16	                    13.29
                    19.64	                     1.03	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1167.00	                    20.00	                   891.71	                    41.10	                  2014.09	                     0.00	                     1.37	                     0.29	                     0.00	                     1.67	                     3.79	                     9.84	                    13.63	                   275.20	                    13.24
                    20.88	                     1.24	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1165.22	                    20.00	                   889.93	                    41.10	                  2014.09	                     0.00	                     1.37	                     0.29	                     0.00	                     1.66	                     3.79	                     9.82	                    13.61	                   292.03	                    13.22
                    21.62	                     0.74	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1160.30	                    20.00	                   885.02	                    41.10	                  2014.09	                     0.00	                     1.36	                     0.29	                     0.00	                     1.66	                     3.79	                     9.77	                    13.57	                   302.10	                    13.18
