                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                     0.10	                     0.10	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  2106.25	                    20.00	                  1830.96	                    41.10	                  2014.09	                     0.00	                     2.82	                     0.29	                     0.00	                     3.12	                     3.79	                    18.41	                    22.20	                     2.22	                    21.56
                     0.22	                     0.12	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  2076.15	                    20.00	                  1800.86	                    41.10	                  2014.09	                     0.00	                     2.78	                     0.29	                     0.00	                     3.07	                     3.79	                    18.13	                    21.93	                     4.85	                    21.29
                     0.36	                     0.14	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  2040.53	                    20.00	                  1765.24	                    41.10	                  2014.09	                     0.00	                     2.72	                     0.29	                     0.00	                     3.01	                     3.79	                    17.81	                    21.60	                     7.96	                    20.98
                     0.54	                     0.17	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  2002.79	                    20.00	                  1727.51	                    41.10	                  2014.09	                     0.00	                     2.66	                     0.29	                     0.00	                     2.96	                     3.79	                    17.46	                    21.26	                    11.64	                    20.64
                     0.74	                     0.21	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1958.94	                    20.00	                  1683.65	                    41.10	                  2014.09	                     0.00	                     2.60	                     0.29	                     0.00	                     2.89	                     3.79	                    17.06	                    20.86	                    15.96	                    20.26
                     0.99	                     0.25	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1913.87	                    20.00	                  1638.59	                    41.10	                  2014.09	                     0.00	                     2.53	                     0.29	                     0.00	                     2.82	                     3.79	                    16.65	                    20.45	                    21.05	                    19.86
                     1.29	                     0.30	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1862.60	                    20.00	                  1587.31	                    41.10	                  2014.09	                     0.00	                     2.45	                     0.29	                     0.00	                     2.74	                     3.79	                    16.18	                    19.98	                    27.01	                    19.40
                     1.65	                     0.36	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1811.95	                    20.00	                  1536.66	                    41.10	                  2014.09	                     0.00	                     2.37	                     0.29	                     0.00	                     2.66	                     3.79	                    15.72	                    19.52	                    34.01	                    18.95
                     1.86	                     0.21	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1781.19	                    20.00	                  1505.90	                    41.10	                  2014.09	                     0.00	                     2.32	                     0.29	                     0.00	                     2.61	                     3.79	                    15.44	                    19.23	                    38.14	                    18.68
                     2.12	                     0.26	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1751.52	                    20.00	                  1476.23	                    41.10	                  2014.09	                     0.00	                     2.28	                     0.29	                     0.00	                     2.57	                     3.79	                    15.17	                    18.96	                    43.03	                    18.42
                     2.43	                     0.31	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1716.09	                    20.00	                  1440.80	                    41.10	                  2014.09	                     0.00	                     2.22	                     0.29	                     0.00	                     2.51	                     3.79	                    14.85	                    18.64	                    48.80	                    18.10
                     2.80	                     0.37	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1681.69	                    20.00	                  1406.40	                    41.10	                  2014.09	                     0.00	                     2.17	                     0.29	                     0.00	                     2.46	                     3.79	                    14.53	                    18.33	                    55.61	                    17.80
                     3.03	                     0.22	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1659.45	                    20.00	                  1384.16	                    41.10	                  2014.09	                     0.00	                     2.13	                     0.29	                     0.00	                     2.43	                     3.79	                    14.33	                    18.12	                    59.65	                    17.60
                     3.29	                     0.27	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1638.81	                    20.00	                  1363.52	                    41.10	                  2014.09	                     0.00	                     2.10	                     0.29	                     0.00	                     2.39	                     3.79	                    14.14	                    17.94	                    64.45	                    17.42
                     3.62	                     0.32	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1612.97	                    20.00	                  1337.68	                    41.10	                  2014.09	                     0.00	                     2.06	                     0.29	                     0.00	                     2.35	                     3.79	                    13.91	                    17.70	                    70.13	                    17.19
                     4.00	                     0.39	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1588.44	                    20.00	                  1313.15	                    41.10	                  2014.09	                     0.00	                     2.02	                     0.29	                     0.00	                     2.32	                     3.79	                    13.68	                    17.48	                    76.86	                    16.97
                     4.46	                     0.46	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1558.09	                    20.00	                  1282.80	                    41.10	                  2014.09	                     0.00	                     1.98	                     0.29	                     0.00	                     2.27	                     3.79	                    13.40	                    17.20	                    84.81	                    16.70
