                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                     0.10	                     0.10	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1383.41	                    20.00	                  1108.12	                    41.10	                  2014.09	                     0.00	                     1.71	                     0.29	                     0.00	                     2.00	                     3.79	                    11.81	                    15.60	                     1.56	                    15.16
                     0.22	                     0.12	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1381.22	                    20.00	                  1105.93	                    41.10	                  2014.09	                     0.00	                     1.71	                     0.29	                     0.00	                     2.00	                     3.79	                    11.79	                    15.58	                     3.43	                    15.14
                     0.36	                     0.14	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1377.86	                    20.00	                  1102.57	                    41.10	                  2014.09	                     0.00	                     1.70	                     0.29	                     0.00	                     1.99	                     3.79	                    11.76	                    15.55	                     5.67	                    15.11
                     0.54	                     0.17	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1374.85	                    20.00	                  1099.56	                    41.10	                  2014.09	                     0.00	                     1.70	                     0.29	                     0.00	                     1.99	                     3.79	                    11.73	                    15.53	                     8.35	                    15.08
                     0.74	                     0.21	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1370.25	                    20.00	                  1094.96	                    41.10	                  2014.09	                     0.00	                     1.69	                     0.29	                     0.00	                     1.98	                     3.79	                    11.69	                    15.48	                    11.56	                    15.04
                     0.99	                     0.25	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1366.19	                    20.00	                  1090.90	                    41.10	                  2014.09	                     0.00	                     1.68	                     0.29	                     0.00	                     1.97	                     3.79	                    11.65	                    15.45	                    15.41	                    15.00
                     1.29	                     0.30	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1359.99	                    20.00	                  1084.70	                    41.10	                  2014.09	                     0.00	                     1.67	                     0.29	                     0.00	                     1.96	                     3.79	                    11.60	                    15.39	                    20.00	                    14.95
                     1.65	                     0.36	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1354.66	                    20.00	                  1079.38	                    41.10	                  2014.09	                     0.00	                     1.66	                     0.29	                     0.00	                     1.96	                     3.79	                    11.55	                    15.34	                    25.50	                    14.90
                     2.08	                     0.43	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1346.50	                    20.00	                  1071.21	                    41.10	                  2014.09	                     0.00	                     1.65	                     0.29	                     0.00	                     1.94	                     3.79	                    11.47	                    15.27	                    32.07	                    14.83
                     2.60	                     0.52	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1339.74	                    20.00	                  1064.45	                    41.10	                  2014.09	                     0.00	                     1.64	                     0.29	                     0.00	                     1.93	                     3.79	                    11.41	                    15.21	                    39.91	                    14.77
                     3.22	                     0.62	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1329.27	                    20.00	                  1053.98	                    41.10	                  2014.09	                     0.00	                     1.62	                     0.29	                     0.00	                     1.92	                     3.79	                    11.32	                    15.11	                    49.27	                    14.68
                     3.96	                     0.74	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1321.04	                    20.00	                  1045.75	                    41.10	                  2014.09	                     0.00	                     1.61	                     0.29	                     0.00	                     1.90	                     3.79	                    11.24	                    15.04	                    60.44	                    14.60
                     4.85	                     0.89	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1307.98	                    20.00	                  1032.69	                    41.10	                  2014.09	                     0.00	                     1.59	                     0.29	                     0.00	                     1.88	                     3.79	                    11.12	                    14.92	                    73.74	                    14.49
                     5.92	                     1.07	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1298.47	                    20.00	                  1023.18	                    41.10	                  2014.09	                     0.00	                     1.58	                     0.29	                     0.00	                     1.87	                     3.79	                    11.04	                    14.83	                    89.61	                    14.40
